Date,Rain (mm),Temp Max( C ),Temp Min ( C )
06-07-2018,0,30.64569473,20.9339695
07-07-2018,0,29.32722092,20.76373863
08-07-2018,2.130088329,28.06831741,21.24263954
09-07-2018,1.429886937,27.53249168,20.8086853
10-07-2018,0,28.70767212,20.79549217
11-07-2018,1.683328152,27.98830795,20.7418766
12-07-2018,7.438159943,27.14580917,20.56314278
13-07-2018,14.25835419,27.53133011,20.40525246
14-07-2018,0.244740307,28.38062096,20.48886299
15-07-2018,0,28.07268143,20.81254768
16-07-2018,1.414553761,28.06892776,21.09671593
17-07-2018,0,27.8950386,21.01085854
18-07-2018,0,28.43178749,20.29459
19-07-2018,0,29.28895187,20.46311951
20-07-2018,0,28.65814018,21.24269676
21-07-2018,0,27.99599838,20.86585045
22-07-2018,0,27.96600723,21.28371048
23-07-2018,0,28.90459824,21.21266747
24-07-2018,0,28.75923538,21.15752411
25-07-2018,0.506783903,29.62619972,21.14431763
26-07-2018,0.241383806,30.15429306,21.18977928
27-07-2018,0,29.14550209,21.20342445
28-07-2018,0,28.55253601,21.04172516
29-07-2018,0.197310045,29.3251133,21.05556679
30-07-2018,0,30.09651375,21.43553734
31-07-2018,0,30.44195175,21.29940796
01-08-2018,0,29.39365578,21.37644577
02-08-2018,0,29.63874817,20.683918
03-08-2018,0,30.63936996,20.99127769
04-08-2018,0,30.55812263,21.12838364
05-08-2018,0,30.08564377,20.83831978
06-08-2018,0,29.43568611,21.11061668
07-08-2018,0,29.21862602,20.95643997
08-08-2018,1.420193315,28.12777138,20.8105278
09-08-2018,2.490583658,28.30957031,20.78031158
10-08-2018,1.145740986,30.03347397,20.88363457
11-08-2018,0,28.48405647,21.30315971
12-08-2018,0,26.62193108,20.2611084
13-08-2018,3.650378942,25.9762516,20.44442749
14-08-2018,10.07605839,26.96112823,20.18650818
15-08-2018,0,26.73104477,20.40657425
16-08-2018,10.15980721,26.73002434,20.37800217
17-08-2018,6.732457638,25.91837692,20.20356941
18-08-2018,0.385011017,28.59530258,20.60812378
19-08-2018,0,28.8158493,20.69713211
20-08-2018,0,27.84611702,21.07439232
21-08-2018,0.221044421,27.70571709,20.7197876
22-08-2018,0,29.35312462,20.30925751
23-08-2018,1.118090272,29.62662125,20.31204987
24-08-2018,0,29.77369308,20.43635941
25-08-2018,0,29.48840523,20.83093452
26-08-2018,0,29.99662781,20.71865845
27-08-2018,0,29.53793144,20.32878876
28-08-2018,0,27.78324318,20.55013657
29-08-2018,2.350015402,28.81127739,20.24977684
30-08-2018,0,28.73154259,20.05682564
31-08-2018,2.786351919,29.93876648,20.59178352
01-09-2018,0,29.50864792,20.53753662
02-09-2018,4.531410217,29.46021652,20.1107769
03-09-2018,0,29.59026527,20.19071579
04-09-2018,0,31.08856201,20.03777885
05-09-2018,0,31.22465897,19.95698166
06-09-2018,0,30.26977158,20.06914902
07-09-2018,0,30.49962997,19.5294857
08-09-2018,0,30.45683861,20.3579216
09-09-2018,0,30.68902588,19.97897148
10-09-2018,0,31.53183556,20.16527176
11-09-2018,0.404415846,30.82051277,20.39759827
12-09-2018,0.343086541,32.75681305,21.16893578
13-09-2018,10.46281528,32.12100601,20.70101166
14-09-2018,9.504910469,32.04638672,20.69016647
15-09-2018,0,32.62779617,20.61610413
16-09-2018,0,32.05178833,20.67098427
17-09-2018,0,31.36250687,21.34529495
18-09-2018,18.38901711,29.25797272,20.47430801
19-09-2018,6.070073128,29.77153015,19.8672123
20-09-2018,1.460628986,29.11633873,20.44828033
21-09-2018,0,29.51451874,19.77222633
22-09-2018,0.516882122,29.74716187,20.36260414
23-09-2018,0,30.67551231,19.59251213
24-09-2018,0,31.45759583,21.10695839
25-09-2018,2.059513092,30.40793991,20.59863281
26-09-2018,4.297986031,31.24569321,21.24040985
27-09-2018,12.82606602,30.61563301,20.8932457
28-09-2018,4.917867661,30.59152031,20.33048248
29-09-2018,1.064252257,30.52628899,20.75795937
30-09-2018,0.331566632,30.40924072,21.08311844
01-10-2018,0,31.43175316,21.85098267
02-10-2018,0,31.04319,21.3262043
03-10-2018,0.405316532,30.95606995,21.08978081
04-10-2018,0,31.16741943,21.33801651
05-10-2018,2.10995698,27.86727142,21.08943939
06-10-2018,17.80667877,27.4242382,20.89096451
07-10-2018,3.501150131,28.40123177,20.7483387
08-10-2018,1.76835537,29.70185661,20.4929924
09-10-2018,0,29.99908257,20.41901588
10-10-2018,0,30.64386368,20.32178688
11-10-2018,0,30.59790802,20.04872704
12-10-2018,0,31.45309639,19.91333961
13-10-2018,0,31.76311684,20.0983448
14-10-2018,0,31.64197922,20.43903542
15-10-2018,0,31.19434166,21.18791199
16-10-2018,1.76835537,29.69817734,21.18293953
17-10-2018,1.532493591,29.39911461,20.81228447
18-10-2018,14.80878639,29.08029366,19.91592407
19-10-2018,26.89919662,28.59263992,19.72845459
20-10-2018,6.388804913,29.46801567,20.08742523
21-10-2018,0,29.37323952,19.54894257
22-10-2018,0,29.18649101,19.21647072
23-10-2018,0,29.90276527,19.0642643
24-10-2018,0,30.35843468,17.89881325
25-10-2018,0,30.4512291,18.44815063
26-10-2018,0,30.06481552,18.66137886
27-10-2018,0,29.93474197,19.00287819
28-10-2018,0,29.93009758,18.42836189
29-10-2018,0,30.68634605,16.86723518
30-10-2018,0,30.4857254,16.43872643
31-10-2018,0,30.67093277,15.82753277
01-11-2018,0,30.55063248,18.42304611
02-11-2018,0,28.59239006,19.77263641
03-11-2018,0,28.12626839,19.75018501
04-11-2018,0.781942546,28.93044853,20.51168633
05-11-2018,0.208976403,28.89408493,19.78704453
06-11-2018,0,30.42019844,20.34009361
07-11-2018,0,29.9524765,20.35484886
08-11-2018,0,30.09423256,19.23989868
09-11-2018,0,29.81757736,17.71762657
10-11-2018,0,29.98767281,18.1817379
11-11-2018,0,30.1885376,18.10449409
12-11-2018,0,30.40327644,17.00010681
13-11-2018,0,30.09802628,16.93754959
14-11-2018,0,30.59900856,15.87063217
15-11-2018,0,30.64980698,15.29154778
16-11-2018,0,29.62999725,16.12149429
17-11-2018,0,26.51274109,20.10141945
18-11-2018,0,29.3106041,19.57883835
19-11-2018,0,29.74812508,20.33586311
20-11-2018,0,29.41198921,20.40650368
21-11-2018,0,29.60762024,20.00047112
22-11-2018,0,27.66582108,19.01979065
23-11-2018,0.886083722,25.25655174,18.8116684
24-11-2018,3.499830246,26.72246361,19.56471252
25-11-2018,0.170280382,28.13425255,19.21068954
26-11-2018,0,28.75774384,18.45730209
27-11-2018,0,28.38617706,18.08742142
28-11-2018,0,27.74085808,16.53682709
29-11-2018,0,28.16612244,15.56813908
30-11-2018,0,26.95823097,17.18440819
01-12-2018,0,28.20253181,18.26810455
02-12-2018,0,28.31320763,17.52608109
03-12-2018,0,28.24091911,16.22133064
04-12-2018,0,27.68429756,17.55041122
05-12-2018,0,26.81641197,19.1027317
06-12-2018,0,27.35982132,19.64777374
07-12-2018,7.073421478,28.94532394,19.57305908
08-12-2018,0.994699776,29.15342903,18.75411034
09-12-2018,0,29.09642792,18.44953156
10-12-2018,0,29.19611359,18.29000664
11-12-2018,0,28.69284439,18.1697464
12-12-2018,0,29.05845261,18.05934906
13-12-2018,0,29.40998268,17.89164352
14-12-2018,0,28.33121872,17.95993423
15-12-2018,0,28.96903801,17.93283653
16-12-2018,0,27.9858284,17.5100441
17-12-2018,0,26.26107407,16.62696266
18-12-2018,0,27.42474747,14.91229153
19-12-2018,0,27.81831169,14.75338745
20-12-2018,0,26.74044418,15.73191547
21-12-2018,0,28.06028938,15.58309174
22-12-2018,0,28.28770447,17.49634171
23-12-2018,0,28.56659698,17.34362221
24-12-2018,0,28.23724174,18.99095154
25-12-2018,0,28.68630791,18.4021492
26-12-2018,0,29.61234665,18.11239052
27-12-2018,0,30.03209114,16.91435051
28-12-2018,0,30.00490189,18.02305794
29-12-2018,0,28.23941612,18.05322456
30-12-2018,0,27.50362587,17.93712807
31-12-2018,0,27.31725121,16.41086578
01-01-2019,0,27.02604294,15.24696636
02-01-2019,0,27.36571121,12.95853424
03-01-2019,0,27.37452126,12.35024357
04-01-2019,0,28.53865623,13.19028664
05-01-2019,0,28.55771828,13.4568367
06-01-2019,0,28.10063362,13.70141029
07-01-2019,0,27.95556641,14.00517559
08-01-2019,0,28.65253258,13.91779804
09-01-2019,0,28.95528221,14.08105564
10-01-2019,0,29.4122982,12.73720169
11-01-2019,0,29.0383091,13.48596478
12-01-2019,0,29.22224045,0
13-01-2019,0,28.56707191,14.73756123
14-01-2019,0,29.0082798,15.02678204
15-01-2019,0,28.69807625,14.32416058
16-01-2019,0,28.54575157,13.54829311
17-01-2019,0,28.79879761,14.16478157
18-01-2019,0,28.87491798,14.85362625
19-01-2019,0,28.9962101,15.31630802
20-01-2019,0,29.37786674,14.53053761
21-01-2019,0,29.08814049,14.14002132
22-01-2019,0,28.94791222,13.68838882
23-01-2019,0,29.23815727,14.16714954
24-01-2019,0,29.29572868,15.24019051
25-01-2019,0,29.82840729,16.47206116
26-01-2019,0,29.62245369,16.95506477
27-01-2019,0,29.3764801,18.86038971
28-01-2019,0,28.12321281,18.28978539
29-01-2019,0,26.79987717,17.88678551
30-01-2019,0,27.11010361,15.88290691
31-01-2019,0,28.60235977,15.38176537
01-02-2019,0,28.24473953,15.20003319
02-02-2019,0,28.24450493,15.99382877
03-02-2019,0,29.42644882,15.80288219
04-02-2019,0,30.12295341,16.06225967
05-02-2019,0,30.66357613,16.5741024
06-02-2019,0,30.64619827,17.8130703
07-02-2019,0,31.23277473,18.47983932
08-02-2019,0,31.87278175,18.48334503
09-02-2019,0,32.02780914,19.53362656
10-02-2019,0,31.32956314,19.61252213
11-02-2019,0,31.63350296,19.70034027
12-02-2019,7.077300072,29.99196434,20.21139145
13-02-2019,0,30.85663033,18.70020676
14-02-2019,0,30.91086578,17.76184845
15-02-2019,0,31.93758011,17.08262062
16-02-2019,0,31.97598267,19.40259552
17-02-2019,0,32.85588837,19.45766068
18-02-2019,0,33.27159119,19.99975014
19-02-2019,0,33.6505661,18.68822479
20-02-2019,0,33.5511322,18.85515594
21-02-2019,0,32.83953476,20.55280685
22-02-2019,0,32.70474625,18.67382622
23-02-2019,0,33.67717361,17.43379974
24-02-2019,0,34.76969528,16.31716156
25-02-2019,0,35.1521225,16.75413513
26-02-2019,0,35.3094902,17.0316925
27-02-2019,0,34.07336807,18.41629028
28-02-2019,0,33.37283325,20.03900528
01-03-2019,0,33.18361664,19.94215202
02-03-2019,0,33.82011414,19.85862541
03-03-2019,0,32.68555832,21.24663734
04-03-2019,0,33.29634857,20.11425209
05-03-2019,0,34.25001526,20.31161118
06-03-2019,0,35.09757614,20.81770515
07-03-2019,0,35.35416412,20.96273232
08-03-2019,0,36.04132843,19.90005493
09-03-2019,0,35.66415405,18.62270546
10-03-2019,0,34.57746887,21.61580849
11-03-2019,0,34.97142792,21.69737244
12-03-2019,0,34.89719391,21.61062813
13-03-2019,0,35.07166672,20.81235504
14-03-2019,0,34.96261215,19.67578125
15-03-2019,0,35.48936844,19.47489548
16-03-2019,0,35.05953979,19.77604294
17-03-2019,0,34.51112366,18.59114075
18-03-2019,0,34.03870392,18.44179535
19-03-2019,0,34.89717102,19.18624496
20-03-2019,0,35.32155228,20.72906876
21-03-2019,0,35.02590561,21.85041428
22-03-2019,0,35.50539398,21.51300812
23-03-2019,0,35.87733459,21.40085602
24-03-2019,0,36.57051086,21.64640617
25-03-2019,0,36.45136261,22.22555923
26-03-2019,0,36.54045486,21.9053669
27-03-2019,0,36.01334,21.25019264
28-03-2019,0,35.92637634,20.62086487
29-03-2019,0,37.32569122,21.50525665
30-03-2019,0,36.15512085,21.74333
31-03-2019,0,36.56041718,22.03765297
01-04-2019,0,37.21744919,21.89570427
02-04-2019,0,36.80590439,22.38634491
03-04-2019,0,35.88462448,22.71448135
04-04-2019,0,36.31766891,21.94337082
05-04-2019,0,36.0310936,21.97134399
06-04-2019,0,35.93147278,21.22899818
07-04-2019,0,36.90274048,22.29270172
08-04-2019,0,36.86585617,22.28266335
09-04-2019,0,36.84558868,22.98046684
10-04-2019,0.828997374,36.04672241,22.73513985
11-04-2019,0,36.61014938,22.63640976
12-04-2019,0,36.48831177,22.84239578
13-04-2019,0,37.06259155,22.38933563
14-04-2019,0,37.05154419,23.46212387
15-04-2019,0,37.23984528,22.69287872
16-04-2019,0,36.97838974,22.48567963
17-04-2019,0,36.89185333,22.33327675
18-04-2019,0,36.24055481,23.73387337
19-04-2019,5.273088932,36.60118484,23.29719925
20-04-2019,7.616691113,35.91001511,21.99108315
21-04-2019,3.338452101,35.54658127,22.49085999
22-04-2019,0.203409582,35.37018204,22.32571602
23-04-2019,0.513876855,36.83560944,23.33813477
24-04-2019,7.611319065,35.10361099,21.76341057
25-04-2019,0,35.87982559,22.78654861
26-04-2019,0,36.54766846,22.89060783
27-04-2019,0,36.69301605,23.12571716
28-04-2019,0,37.53182602,23.93535423
29-04-2019,0,35.59104538,23.87388611
30-04-2019,0,35.69717026,24.23690987
01-05-2019,0,35.18740082,22.58281326
02-05-2019,29.73299789,33.11898422,21.43880081
03-05-2019,0,34.33360672,22.83841515
04-05-2019,0,34.55212402,22.02939606
05-05-2019,0,34.83368683,22.25005722
06-05-2019,0,36.32175446,22.6231575
07-05-2019,0,37.09371948,23.18961143
08-05-2019,0,35.5,24.19876099
09-05-2019,0,34.90779114,23.22930717
10-05-2019,0,35.32370377,22.54704666
11-05-2019,0,37.21108246,22.4220829
12-05-2019,0,37.01217651,24.39416885
13-05-2019,0,36.33582306,23.84497833
14-05-2019,0.116812326,35.72039795,23.13548279
15-05-2019,1.499629617,36.14032745,23.40369987
16-05-2019,0,36.1968956,23.22761726
17-05-2019,9.118721962,36.01219177,22.62053871
18-05-2019,0.976382852,36.01053619,23.73754501
19-05-2019,1.13314867,36.69058609,22.78095245
20-05-2019,0,37.31853867,24.28651237
21-05-2019,0,36.85623169,23.48684502
22-05-2019,3.925246,36.78142548,23.75887489
23-05-2019,2.431488752,35.76581192,23.21588135
24-05-2019,2.996205807,35.67615891,23.72891045
25-05-2019,5.862035275,35.64355469,22.80504036
26-05-2019,2.084279299,36.30447769,22.1093502
27-05-2019,1.632781744,36.51560974,22.99884987
28-05-2019,35.29664993,36.86593628,22.88804054
29-05-2019,0,36.57857513,24.55163956
30-05-2019,0.532126129,35.69312286,22.83830261
31-05-2019,0,34.35868454,22.06090355
01-06-2019,0,34.62920761,22.72000504
02-06-2019,16.01271439,35.07998276,22.90461731
03-06-2019,0,34.47307587,23.83124542
04-06-2019,28.3536129,31.73153687,21.27260971
05-06-2019,0,33.13269806,22.57097435
06-06-2019,0,33.768013,22.46992111
07-06-2019,12.10035419,33.85968018,21.59041214
08-06-2019,0.331329226,33.9713974,22.53784752
09-06-2019,1.325316906,32.91983795,22.66174316
10-06-2019,0,34.69763184,23.35993385
11-06-2019,0,31.14351463,22.67943764
12-06-2019,0,32.30109787,22.54358292
13-06-2019,0,31.62192726,22.659935
14-06-2019,0,30.95615768,22.6006279
15-06-2019,0,32.22859955,22.40967941
16-06-2019,0,33.36963654,22.18075562
17-06-2019,0,33.78569794,22.06352997
18-06-2019,1.070784211,33.07143021,22.41901779
19-06-2019,0,33.08788681,22.43211555
20-06-2019,0,32.8862114,22.28903961
21-06-2019,0,32.13858795,22.65142441
22-06-2019,0,30.19935989,21.91478348
23-06-2019,1.329140663,31.64104843,22.07492065
24-06-2019,15.77556515,31.08067703,21.41849136
25-06-2019,0.234674945,31.12163162,21.28488541
26-06-2019,7.293045044,31.15040016,21.2658577
27-06-2019,7.266898155,30.21054649,21.88718796
28-06-2019,0.629035056,31.64081573,21.55330849
29-06-2019,0.782617867,32.20207214,21.55597687
30-06-2019,0,31.66243172,21.56179237
01-07-2019,0,30.25469971,21.97935486
02-07-2019,0,31.64512253,21.38818932
03-07-2019,0.473847032,31.2900753,22.15054703
04-07-2019,0,31.3415184,22.1300087
05-07-2019,0,31.40748596,22.26789856
06-07-2019,0.302785307,30.31946564,22.29071617
07-07-2019,0.972903788,29.8314724,21.89719009
08-07-2019,0,31.18600273,21.71508408
09-07-2019,0,31.50760651,21.98250198
10-07-2019,0,30.94329834,21.69180489
11-07-2019,0,30.24982262,21.51093292
12-07-2019,0.115696318,30.63889503,21.23061371
13-07-2019,0,32.07382965,21.00484848
14-07-2019,0.16419585,31.47025299,21.51654053
15-07-2019,13.7201786,31.05023575,21.12836838
16-07-2019,0,31.4320755,21.27890396
17-07-2019,0,31.09171677,21.15217209
18-07-2019,0,30.27301788,21.34020424
19-07-2019,1.333040714,30.25250626,21.59252739
20-07-2019,24.23944473,28.54913521,21.37496758
21-07-2019,0,29.0788269,20.81978798
22-07-2019,0,29.42840195,21.14175224
23-07-2019,0,27.24191666,21.22237968
24-07-2019,10.44868851,27.38071632,20.04339981
25-07-2019,0,30.02970505,20.49238396
26-07-2019,9.077215195,29.78318787,21.15667915
27-07-2019,14.46352386,26.84115028,21.35194397
28-07-2019,0.782766759,28.33999825,20.53985786
29-07-2019,0,28.63272095,20.97023582
30-07-2019,0.731927931,28.38015175,21.35240746
31-07-2019,0.730067968,28.59603882,20.87475204
01-08-2019,0,31.25270462,20.95141029
02-08-2019,0,30.75207329,21.48217583
03-08-2019,0,27.54998779,20.80696106
04-08-2019,0,28.95731926,21.23290825
05-08-2019,0,28.63875008,21.18177605
06-08-2019,0,27.31108475,21.09307861
07-08-2019,14.0841217,26.45171356,20.9585743
08-08-2019,4.817699432,26.79379463,21.03186989
09-08-2019,7.802705765,26.73781776,21.14371872
10-08-2019,0.756743252,27.7136116,20.97069931
11-08-2019,0.145015433,28.21726608,20.75145912
12-08-2019,0.176729292,29.26500893,20.73656082
13-08-2019,0,29.27498627,21.34050941
14-08-2019,0,29.23085022,21.46388435
15-08-2019,7.364304066,28.82719803,20.81424904
16-08-2019,4.717306137,29.39850426,20.98245239
17-08-2019,2.032570839,29.39484978,21.14241409
18-08-2019,4.572329044,26.91369247,20.50032616
19-08-2019,13.29217529,26.17953491,21.0158329
20-08-2019,3.865377665,29.75276184,20.71019363
21-08-2019,20.15175247,28.32415962,20.39200211
22-08-2019,0.344105184,27.99484253,21.04443169
23-08-2019,0.261089981,27.90604782,20.85819244
24-08-2019,0.177524164,28.46616745,20.55763626
25-08-2019,0,28.65145874,20.49720955
26-08-2019,0.31554985,28.98113441,21.03543854
27-08-2019,0,29.35000992,20.70073128
28-08-2019,0.348257691,29.5906105,20.98641586
29-08-2019,0,29.23223686,20.59311485
30-08-2019,0,30.26690865,20.981884
31-08-2019,0,29.477705,20.97558784
01-09-2019,0,27.54877281,21.28921318
02-09-2019,0.684315085,26.56474304,20.57268333
03-09-2019,0,27.64191437,20.96376801
04-09-2019,1.920171142,27.41458702,20.50040245
05-09-2019,8.030557632,27.73741913,20.91297531
06-09-2019,3.003656149,28.63044357,20.81744576
07-09-2019,0,28.48073769,20.94482231
08-09-2019,1.258436322,29.45285797,21.19048882
09-09-2019,7.699141979,28.89439583,21.4051342
10-09-2019,0,29.68654633,21.20970535
11-09-2019,0,29.32083702,21.29324341
12-09-2019,0,29.71367455,20.93169785
13-09-2019,0,29.71907997,20.57525444
14-09-2019,2.865884066,29.83236694,20.58259583
15-09-2019,0,30.52630997,20.63465118
16-09-2019,1.701638699,30.01550102,20.84345627
17-09-2019,1.434594393,29.23746872,20.99761009
18-09-2019,4.355933666,26.47915077,20.43362045
19-09-2019,21.01211166,27.88275719,20.76501083
20-09-2019,23.48464966,27.15789604,20.12467575
21-09-2019,13.12024212,28.85919571,20.48534012
22-09-2019,3.389669657,30.73572159,20.41177368
23-09-2019,31.60559845,29.47915268,20.96340942
24-09-2019,1.967295885,29.87103844,21.60829926
25-09-2019,16.2093811,28.86310959,20.12516212
26-09-2019,2.690834284,28.65485954,21.02710152
27-09-2019,2.494367599,28.17607498,20.42902374
28-09-2019,0,29.77227402,20.25865936
29-09-2019,0.665018916,29.53796196,20.7306118
30-09-2019,1.74972558,29.74597168,20.75508499
01-10-2019,0,29.70623016,20.92767143
02-10-2019,0,30.19768143,20.77978897
03-10-2019,36.53489685,30.7253437,20.35586357
04-10-2019,0,30.4317646,21.00344467
05-10-2019,19.81604195,30.37273407,20.24443817
06-10-2019,10.3963995,29.96152878,19.89993668
07-10-2019,8.642032623,29.77914238,20.37915802
08-10-2019,7.876996517,29.99495316,20.74044991
09-10-2019,5.466225624,30.00032806,20.03201675
10-10-2019,36.09386063,30.07263947,20.84428596
11-10-2019,18.5312233,30.26052475,20.72141075
12-10-2019,1.751871943,29.76890755,20.54995346
13-10-2019,21.50119781,30.50215149,20.84121704
14-10-2019,0,30.28292084,20.83564949
15-10-2019,3.799257517,30.6282444,20.96254921
16-10-2019,1.38166225,28.64688301,21.66399384
17-10-2019,11.41006565,26.95477295,20.84702682
18-10-2019,3.071323872,26.98498344,20.34786034
19-10-2019,0,27.93841553,20.74171066
20-10-2019,0,28.27822685,20.37762451
21-10-2019,0.191531464,28.31128693,20.83239937
22-10-2019,0,26.72199249,20.48467636
23-10-2019,7.334180355,25.40452003,19.6805191
24-10-2019,9.675238609,27.70558739,19.81760216
25-10-2019,0.717049241,27.59594727,20.00910378
26-10-2019,0,27.58960915,20.4810524
27-10-2019,0,27.31920242,19.77179527
28-10-2019,0,28.82205582,19.936306
29-10-2019,15.22240639,28.48605537,20.23174286
30-10-2019,0,27.37158775,20.48602104
31-10-2019,3.056981087,25.55359459,19.96746826
01-11-2019,6.842466831,26.35424042,19.73592377
02-11-2019,0,29.28538132,18.9609108
03-11-2019,0,29.18048859,19.45644188
04-11-2019,0,29.54841042,19.6665554
05-11-2019,0,29.98123169,19.62158966
06-11-2019,0,30.4047184,18.2594986
07-11-2019,0,30.32819557,19.33022499
08-11-2019,0,30.13183784,19.51408386
09-11-2019,0,29.734972,20.21257973
10-11-2019,0,30.06089211,20.10829163
11-11-2019,0,29.75818443,20.27193069
12-11-2019,0,28.93584251,19.2593956
13-11-2019,0,28.63916397,19.39741707
14-11-2019,0,28.17506218,18.70412064
15-11-2019,0,27.02345467,19.35615349
16-11-2019,15.03935432,27.2716217,19.80381393
17-11-2019,1.327657819,28.96245766,20.02539063
18-11-2019,0,29.10752296,19.96952057
19-11-2019,0,29.04467201,19.79513168
20-11-2019,0,29.20311356,20.36217308
21-11-2019,0,28.16228867,20.17061234
22-11-2019,0.522932708,27.18382263,19.99986458
23-11-2019,0,27.48188019,18.75390816
24-11-2019,0,27.94870377,17.53165054
25-11-2019,0,28.63119888,17.80524445
26-11-2019,0,28.0365696,18.22650528
27-11-2019,0,28.37084007,17.36861801
28-11-2019,0,27.38218307,19.16996956
29-11-2019,0,27.86056328,19.66474533
30-11-2019,2.590720177,28.17129517,19.35660934
01-12-2019,1.05119729,26.41191673,18.91259575
02-12-2019,5.613140106,24.35147667,19.88627815
03-12-2019,5.768277168,24.59374237,19.42048645
04-12-2019,0,24.66655731,19.09678841
05-12-2019,0,25.96459579,18.54287148
06-12-2019,0,25.9663868,17.33243942
07-12-2019,0,25.99273872,17.70761299
08-12-2019,0,26.14580917,16.58021545
09-12-2019,0,25.76706696,18.22635078
10-12-2019,0,27.18466377,16.92173767
11-12-2019,0,27.17135429,17.30133438
12-12-2019,0,27.46334648,16.71142006
13-12-2019,0,27.81598854,16.93349648
14-12-2019,0,28.43511581,16.82542801
15-12-2019,0,26.39304352,18.83480263
16-12-2019,0,27.2055645,17.93336678
17-12-2019,0,27.72424316,17.22919846
18-12-2019,0,26.30892181,18.02994919
19-12-2019,0,26.51522446,16.32007027
20-12-2019,0,26.86980247,17.29507065
21-12-2019,0,26.79776955,16.4803257
22-12-2019,0,27.55150604,17.63691139
23-12-2019,0,27.33323479,17.49853325
24-12-2019,0,26.47001076,17.50477982
25-12-2019,0,27.25056458,17.87023354
26-12-2019,0,26.44031334,18.89240265
27-12-2019,0,27.72947693,18.15153885
28-12-2019,0,28.58299446,17.80770302
29-12-2019,0,27.76719856,18.38048744
30-12-2019,0,27.81492233,17.90999413
31-12-2019,0,27.45622826,17.08687782
01-01-2020,0,27.23610306,18.04850769
02-01-2020,0,27.31532097,18.64624977
03-01-2020,0,28.46232414,18.81160927
04-01-2020,0,29.50543594,19.28614044
05-01-2020,0,29.95061684,19.6003952
06-01-2020,0,28.99795914,19.19376945
07-01-2020,0,27.7434063,19.14930344
08-01-2020,0,27.77087593,19.36039162
09-01-2020,0,29.30046463,17.39932823
10-01-2020,0,29.56501007,16.82918167
11-01-2020,0,28.20948601,17.25810051
12-01-2020,0,28.046381,15.93153572
13-01-2020,0,27.94180107,15.61391163
14-01-2020,0,28.95151329,15.41966057
15-01-2020,0,29.25407982,15.09807873
16-01-2020,0,28.96091461,14.51909351
17-01-2020,0,28.77048111,14.64293861
18-01-2020,0,29.64822769,15.19475842
19-01-2020,0,28.27062225,17.45015526
20-01-2020,0,29.21904945,19.27299881
21-01-2020,0,30.42796135,18.08737755
22-01-2020,0,29.20772362,17.19701958
23-01-2020,0,29.33827972,16.17059517
24-01-2020,0,29.39737511,17.45169067
25-01-2020,0,30.14184761,16.87662506
26-01-2020,0,30.11714935,14.72599697
27-01-2020,0,31.06830215,14.16278458
28-01-2020,0,31.16311836,15.43230534
29-01-2020,0,30.46717453,16.99241638
30-01-2020,0,31.38941193,17.68339157
31-01-2020,0,31.98579407,17.61534309
01-02-2020,0,31.52205849,17.87540245
02-02-2020,0,30.38894081,18.37690353
03-02-2020,0,29.77364349,17.53480911
04-02-2020,0,30.65167618,16.64887619
05-02-2020,0,30.32156944,16.87124062
06-02-2020,0,30.31692886,17.68847847
07-02-2020,0,30.82115746,17.60142136
08-02-2020,0,30.70939255,18.14796829
09-02-2020,0,30.7774601,17.96224213
10-02-2020,0,29.90787888,18.3405304
11-02-2020,0,30.07900429,18.67321968
12-02-2020,0,29.7614212,17.30190849
13-02-2020,0,29.99489784,17.58712387
14-02-2020,0,31.11255455,16.66744423
15-02-2020,0,31.61930466,16.59628487
16-02-2020,0,32.65455246,16.67105293
17-02-2020,0,32.23995209,16.40434647
18-02-2020,0,31.68590355,16.44120598
19-02-2020,0,31.83219719,16.23343277
20-02-2020,0,31.47307396,16.89648628
21-02-2020,0,31.47051048,16.61637497
22-02-2020,0,31.44477272,16.43408394
23-02-2020,0,31.30498123,16.99457741
24-02-2020,0,31.29613876,17.66805458
25-02-2020,0,31.61540222,17.28463173
26-02-2020,0,32.58618164,17.45177841
27-02-2020,0,31.85959053,18.92120361
28-02-2020,0,31.99205589,19.41551399
29-02-2020,0,31.37007332,18.96216774
01-03-2020,0,32.0447731,19.18632889
02-03-2020,0,31.99240112,19.28468704
03-03-2020,0,31.07282829,19.43470192
04-03-2020,0,32.21163559,19.40281868
05-03-2020,0,32.23749542,21.33324432
06-03-2020,0,33.16509628,20.03717804
07-03-2020,5.731587887,32.4763298,20.94640732
08-03-2020,1.761513233,32.18378448,21.30149078
09-03-2020,0,32.61436081,21.10625839
10-03-2020,0.999958992,32.49669266,21.00583649
11-03-2020,0,33.93207169,20.90610886
12-03-2020,0,33.66238403,21.13380051
13-03-2020,0,34.12615967,21.15362358
14-03-2020,0,34.01978302,20.49689674
15-03-2020,0,33.94540405,19.88037491
16-03-2020,0,33.81216812,20.48851013
17-03-2020,0,34.10997772,19.82349205
18-03-2020,0,34.18284988,20.99625969
19-03-2020,0,35.10279083,20.07180786
20-03-2020,0,35.42084503,20.84154892
21-03-2020,0,34.90471649,22.44363594
22-03-2020,0,35.08974838,21.58184814
23-03-2020,0,34.82735443,21.31494522
24-03-2020,0,34.77325821,21.89070511
25-03-2020,0,34.85625076,21.29171371
26-03-2020,0,34.20870972,20.74498177
27-03-2020,0,34.39637375,20.89829636
28-03-2020,0,34.71657181,19.80326271
29-03-2020,0,35.53487015,19.02578735
