Date,Rain (mm),Temp Max( C ),Temp Min ( C )
19-05-2015,0,32.359478,21.27788162
20-05-2015,0,33.53397751,21.83392715
21-05-2015,3.087471008,34.81371307,22.47714233
22-05-2015,0,34.46815491,23.10832977
23-05-2015,0,34.42269516,23.30230904
24-05-2015,0,33.59203339,23.35977936
25-05-2015,0,34.79942703,23.11846352
26-05-2015,0,34.8676796,23.09300804
27-05-2015,0,34.31192017,23.32754707
28-05-2015,0,34.29531479,23.32813644
29-05-2015,45.5028038,31.32945633,20.20795631
30-05-2015,0,34.19868469,22.97915268
31-05-2015,6.900110722,33.57267761,19.94940186
01-06-2015,0,33.44908905,23.29794312
02-06-2015,6.335090637,30.83402252,20.31633568
03-06-2015,0,30.8632431,21.48968315
04-06-2015,1.480890393,31.89753342,21.26282692
05-06-2015,0,31.8561573,22.08755875
06-06-2015,23.60803032,31.25509262,20.75322914
07-06-2015,3.831348419,32.364048,21.47697639
08-06-2015,0,32.32308197,22.06498718
09-06-2015,0,32.31868362,21.77430153
10-06-2015,0,31.34018326,21.03508949
11-06-2015,2.442862272,32.45733643,21.10226059
12-06-2015,0,32.12322998,21.50268364
13-06-2015,5.680803299,30.37032318,21.02327156
14-06-2015,0,30.69994545,21.22123909
15-06-2015,5.017171383,29.23721123,20.88692856
16-06-2015,0,29.24567604,20.57922363
17-06-2015,0.172788501,29.10792923,21.07270241
18-06-2015,0,27.80900192,21.06729317
19-06-2015,0,27.29504013,19.80019569
20-06-2015,0.957937539,27.24164963,20.3574543
21-06-2015,0.691154003,27.55181503,21.05773926
22-06-2015,0.806346297,26.64538765,21.43470383
23-06-2015,0.172788501,28.90550423,21.18377113
24-06-2015,0,29.94386673,21.10770798
25-06-2015,0,30.11208725,21.62300682
26-06-2015,0,29.94939804,21.84317017
27-06-2015,0,29.07320976,21.90666008
28-06-2015,0,30.87546158,21.66736984
29-06-2015,0,30.99050522,21.77825928
30-06-2015,0,32.10504913,20.92124939
01-07-2015,11.17971992,32.26414871,21.22795296
02-07-2015,1.945949435,31.60620499,21.39051437
03-07-2015,1.209519386,31.57835007,21.28157806
04-07-2015,0.172788501,31.35424614,21.5588913
05-07-2015,0.102182344,31.83881569,21.19669914
06-07-2015,0,32.02472305,21.39666939
07-07-2015,0,32.08361816,21.01604843
08-07-2015,0,31.73151016,20.34622955
09-07-2015,0,31.26676178,21.47399139
10-07-2015,0.675562739,30.79231644,21.4109726
11-07-2015,0,29.54763412,21.66596985
12-07-2015,0.575961649,30.25489998,21.45124054
13-07-2015,0,32.44462967,21.25590515
14-07-2015,0,32.67496109,21.15928841
15-07-2015,0,32.45056915,21.7103405
16-07-2015,0,29.49084473,21.49882126
17-07-2015,0,31.16337013,21.3977356
18-07-2015,0.492597848,30.46227264,21.41523552
19-07-2015,0,29.85857391,21.32764435
20-07-2015,2.358876944,28.80671692,21.49107552
21-07-2015,17.83685875,29.43714333,19.68248177
22-07-2015,3.584212065,29.90245247,21.16842651
23-07-2015,1.177723527,29.98403358,20.90397835
24-07-2015,11.40555,30.46213913,20.96642303
25-07-2015,4.890165329,30.4337101,20.90005875
26-07-2015,8.616788864,30.2070694,21.22764206
27-07-2015,6.354553223,29.79782486,21.40538216
28-07-2015,5.744566917,29.65128136,20.91699982
29-07-2015,4.947181225,30.93155861,20.79919815
30-07-2015,0,31.98784256,20.37852859
31-07-2015,0,31.42930603,20.58757973
01-08-2015,0,30.91280937,20.92813873
02-08-2015,0,30.96724129,21.03722763
03-08-2015,0.298023939,30.6306076,20.8275032
04-08-2015,0,30.59583282,21.30351639
05-08-2015,0,30.04750633,20.70094109
06-08-2015,21.98048401,30.0061264,20.52482033
07-08-2015,1.013739944,29.96001244,20.52945137
08-08-2015,0,30.39777756,20.98314095
09-08-2015,0,30.17315865,21.00812531
10-08-2015,0,30.05991554,21.07305908
11-08-2015,4.663203716,29.82316017,21.29636955
12-08-2015,0,30.39701271,21.19276428
13-08-2015,0.152060986,29.01820946,21.17889977
14-08-2015,3.671677589,29.65996361,20.96209335
15-08-2015,0,31.03627205,20.77808762
16-08-2015,0,32.08788681,21.302145
17-08-2015,0.474260777,30.20112228,20.93309021
18-08-2015,6.452751637,31.19583511,21.0339222
19-08-2015,0,31.82266426,21.27072716
20-08-2015,0.541307628,32.39848328,21.41888046
21-08-2015,1.718955994,31.33800888,20.97367287
22-08-2015,73.50984955,28.62655067,21.04787827
23-08-2015,28.99339104,28.95528984,20.75820732
24-08-2015,2.950731277,29.81829643,20.262537
25-08-2015,0.554929256,30.38043785,20.39603043
26-08-2015,0,30.83692741,20.58708954
27-08-2015,0,29.45928574,20.39556694
28-08-2015,18.78611183,29.45874977,21.1130619
29-08-2015,3.361270905,29.61748505,20.51966095
30-08-2015,0,30.16292572,20.74414635
31-08-2015,0,30.89105415,21.52441788
01-09-2015,2.712537527,31.4522171,21.01277924
02-09-2015,0,31.68343544,21.12618828
03-09-2015,0,31.28216362,21.33176041
04-09-2015,0,31.93972778,21.58130646
05-09-2015,13.02052402,32.31107712,21.8623867
06-09-2015,8.783161163,31.28486443,20.77573967
07-09-2015,3.396098614,31.26519394,21.94794083
08-09-2015,24.82505417,28.74736786,20.53192711
09-09-2015,7.834732533,28.48518753,20.15460396
10-09-2015,0,28.90164185,20.72571182
11-09-2015,1.675773978,28.67672348,20.60110664
12-09-2015,7.482129574,29.18597794,20.2232132
13-09-2015,0,28.76071548,20.66970825
14-09-2015,0,29.95737267,20.11555099
15-09-2015,0,29.58927727,20.8198719
16-09-2015,0,28.97279358,20.57827377
17-09-2015,0,28.39592934,21.16349411
18-09-2015,0,28.99862099,21.0976944
19-09-2015,2.471837759,29.73781586,20.83987999
20-09-2015,0,30.19677353,21.12801552
21-09-2015,0,29.35508537,21.35387993
22-09-2015,1.607647419,30.13544655,20.09079742
23-09-2015,0,31.28252983,19.64720726
24-09-2015,3.089797258,31.52869225,20.9396801
25-09-2015,0,32.85632324,22.32016182
26-09-2015,9.187829018,31.93279839,20.69018364
27-09-2015,20.5125351,28.94529533,21.16373825
28-09-2015,0.223801985,30.46203041,21.03935242
29-09-2015,38.9788475,30.09530449,20.32171059
30-09-2015,0,29.79576874,20.48354912
01-10-2015,1.466436386,29.08401871,21.33696747
02-10-2015,1.328850985,29.02270508,21.4043541
03-10-2015,1.812330365,29.35934639,21.18196487
04-10-2015,24.48736763,29.58254242,21.1726265
05-10-2015,11.9372921,29.45948029,20.86856461
06-10-2015,11.6047554,28.74539948,20.52149391
07-10-2015,24.05238152,29.28352165,20.20100021
08-10-2015,34.45794678,30.0384655,20.91672134
09-10-2015,0,28.97135925,20.79461479
10-10-2015,0,29.95615005,21.47661591
11-10-2015,0,30.186306,21.30249405
12-10-2015,1.23591888,29.523489,21.18869972
13-10-2015,5.002552032,30.02342987,20.87614059
14-10-2015,0,30.80442619,20.40967751
15-10-2015,0,31.24370003,19.19784546
16-10-2015,1.052810431,31.32678032,18.85645866
17-10-2015,0,30.69046402,19.96060753
18-10-2015,0,30.74476814,20.19355011
19-10-2015,1.841854572,31.07902145,20.29940605
20-10-2015,0,31.05184746,20.93050385
21-10-2015,0,30.82021141,20.85905457
22-10-2015,0,30.90243721,20.12041664
23-10-2015,0,30.79043961,19.75213623
24-10-2015,0,30.74926758,18.37921906
25-10-2015,0,31.14970779,18.38863945
26-10-2015,0,30.27762985,17.71227837
27-10-2015,0,29.88546753,19.19151878
28-10-2015,0,30.2971859,19.71778107
29-10-2015,0,30.61757278,19.65309525
30-10-2015,0,30.71670341,20.23157692
31-10-2015,0,30.81695175,20.77870369
01-11-2015,0,29.98479462,20.8915329
02-11-2015,0,28.60291672,20.63870049
03-11-2015,42.67019653,28.60640144,20.24723053
04-11-2015,12.5722723,28.56494141,20.52832794
05-11-2015,9.07570076,29.41076469,20.48929787
06-11-2015,0.353259712,29.39539719,20.56747627
07-11-2015,0,29.86287308,19.44288826
08-11-2015,0,29.4574337,20.12449455
09-11-2015,0,28.58267403,19.66255951
10-11-2015,0.575579584,24.18562317,20.25350952
11-11-2015,31.61915016,22.76341629,19.47632217
12-11-2015,30.29291344,24.49105263,19.61922264
13-11-2015,5.807798862,27.08286285,19.84461784
14-11-2015,22.00107956,25.77705383,18.97143173
15-11-2015,9.26475811,26.58396339,16.99630165
16-11-2015,12.35039806,24.11342621,18.10004997
17-11-2015,12.95901012,22.90904617,18.07780838
18-11-2015,21.94543076,25.1468544,18.27522087
19-11-2015,14.88259697,25.07198334,18.68110466
20-11-2015,12.74782181,25.10120773,18.85635567
21-11-2015,11.69934082,26.2538929,20.6304512
22-11-2015,18.91461182,26.55182266,19.83576584
23-11-2015,9.212143898,25.90368462,20.14535141
24-11-2015,10.82753468,25.46072388,19.77703094
25-11-2015,17.85840988,27.86247253,19.42086411
26-11-2015,0,28.23893929,18.05387497
27-11-2015,0,28.48581314,16.91160011
28-11-2015,0,29.10285378,18.18062401
29-11-2015,0,28.49729538,17.24065399
30-11-2015,0,27.06910133,17.71972084
01-12-2015,5.658071995,26.55547333,19.74534607
02-12-2015,1.043083668,25.32569885,19.70579147
03-12-2015,5.760592461,25.44383812,19.6669445
04-12-2015,0.242286235,26.25584984,19.44398308
05-12-2015,0,27.91622162,18.71534348
06-12-2015,0,27.03019142,18.4232235
07-12-2015,0,25.95189095,18.96709251
08-12-2015,0,27.59885788,17.87166023
09-12-2015,0,27.14168549,17.61730766
10-12-2015,0,26.84549332,18.34495544
11-12-2015,0,27.63685417,19.91617966
12-12-2015,0,29.33401299,18.19321823
13-12-2015,0,29.92741203,19.4115715
14-12-2015,0,30.37465858,19.56749916
15-12-2015,0,30.26633072,19.2569046
16-12-2015,0,30.06215668,18.51152039
17-12-2015,0,29.77367973,18.16039276
18-12-2015,0,29.00595665,16.25803757
19-12-2015,0,29.24199104,16.07990456
20-12-2015,0,29.150383,17.30155373
21-12-2015,0,29.64003944,18.11373329
22-12-2015,0,29.20961189,17.70934296
23-12-2015,0,29.64943504,16.5989399
24-12-2015,0,29.18749428,16.71172714
25-12-2015,0,29.18940163,16.87752724
26-12-2015,0,28.35984421,16.45155525
27-12-2015,0,27.95436287,16.55793381
28-12-2015,0,27.37313461,17.30101967
29-12-2015,0,27.64905357,17.49744034
30-12-2015,0,29.38718414,15.71972847
31-12-2015,0,29.49790573,15.22299767
01-01-2016,0,28.71505737,14.94463253
02-01-2016,0,28.04365921,15.22675991
03-01-2016,0,28.98875999,14.25386715
04-01-2016,0,29.92699623,13.85273552
05-01-2016,0,29.30937767,14.37085724
06-01-2016,0,28.745224,14.35312462
07-01-2016,0,28.3976841,14.4188118
08-01-2016,0,28.17608452,16.09312248
09-01-2016,0,28.07966232,15.85160351
10-01-2016,0,28.59472084,15.71813488
11-01-2016,0,28.35217285,15.05487919
12-01-2016,0,28.54268456,14.90696716
13-01-2016,0,28.56810379,14.42330933
14-01-2016,0,28.1563549,14.95719242
15-01-2016,0,28.98129845,14.69922161
16-01-2016,0,27.99673843,15.29000854
17-01-2016,0,28.16864395,14.72654915
18-01-2016,0,28.65323448,15.53763103
19-01-2016,0,28.77302551,16.12778664
20-01-2016,0,27.28899765,18.63241196
21-01-2016,2.494338036,26.40338135,19.09090042
22-01-2016,2.361613512,27.82050133,18.97584915
23-01-2016,0,27.67483139,18.50568771
24-01-2016,0,27.64915848,18.30148125
25-01-2016,0,29.02646065,18.30965614
26-01-2016,0,29.68070221,17.93244553
27-01-2016,0,30.03743362,18.21526527
28-01-2016,0,30.23588181,17.60005569
29-01-2016,0,31.96289825,17.91277313
30-01-2016,0,30.86044121,16.60404968
31-01-2016,0,30.50425529,16.89199638
01-02-2016,0,32.0428772,17.07089233
02-02-2016,0,31.74433708,15.28743553
03-02-2016,0,32.30162811,14.8103323
04-02-2016,0,31.06905746,14.67448044
05-02-2016,0,31.11208534,15.56799412
06-02-2016,0,30.75712585,15.86743546
07-02-2016,0,30.01248932,16.78055191
08-02-2016,0,31.19705963,17.85828781
09-02-2016,0,31.44593239,19.05540848
10-02-2016,0,31.61161041,19.14385796
11-02-2016,0,32.21143341,18.30232811
12-02-2016,0,31.80391121,18.74683762
13-02-2016,0,31.86817169,18.91888046
14-02-2016,0,31.49883652,18.70688629
15-02-2016,0,31.25517464,18.38978195
16-02-2016,0,31.2932148,16.91989326
17-02-2016,0,31.89329147,18.3355999
18-02-2016,0,30.98893166,17.58509827
19-02-2016,0,31.24078178,19.37842369
20-02-2016,0,32.09227753,18.21300316
21-02-2016,0,32.99317169,18.90695763
22-02-2016,0,34.19844437,19.38491058
23-02-2016,0,35.09178162,19.79496002
24-02-2016,0,34.26066589,20.26284599
25-02-2016,0,33.97065353,19.59615135
26-02-2016,0,33.53995895,20.21881676
27-02-2016,0,32.91274261,20.33665085
28-02-2016,0,32.99692154,19.29626656
29-02-2016,0,32.3837204,19.84156227
01-03-2016,0,32.10256577,19.9584465
02-03-2016,0,32.09966278,19.60057831
03-03-2016,0,31.91659927,20.30595398
04-03-2016,0,33.06676102,19.76747704
05-03-2016,0,33.3888092,18.35188293
06-03-2016,0,33.71274185,18.59209251
07-03-2016,0,33.80733871,18.88122559
08-03-2016,0,33.6399498,19.33296967
09-03-2016,0,34.28403854,18.67276573
10-03-2016,0,34.45487976,19.47981071
11-03-2016,0,35.26222992,21.11643028
12-03-2016,0,35.44604111,20.75987434
13-03-2016,0,35.67025757,21.65462112
14-03-2016,0,35.38194275,21.92365646
15-03-2016,0.492597848,35.12979507,22.61447906
16-03-2016,0,34.36645126,22.30438042
17-03-2016,0,35.1969986,21.04190254
18-03-2016,0,35.42644119,22.05490494
19-03-2016,0,35.87704849,22.89642715
20-03-2016,0,36.85612106,22.55705643
21-03-2016,0,37.14887619,22.81353951
22-03-2016,0,36.90724564,23.5034771
23-03-2016,0,37.27377319,23.30095863
24-03-2016,0,36.88264465,23.40591812
25-03-2016,0,36.11853409,23.34431458
26-03-2016,0,36.76487732,22.05463409
27-03-2016,0,36.32820892,20.96217155
28-03-2016,0,36.04252243,19.94077301
29-03-2016,0,35.43252563,20.35601044
30-03-2016,0,35.43193054,21.04482651
31-03-2016,0,35.6967926,22.25285149
01-04-2016,0,35.67058182,22.57476616
02-04-2016,0,36.12889862,20.16848564
03-04-2016,0,36.50990295,22.64828682
04-04-2016,0,36.78461838,23.22664833
05-04-2016,0,37.38500595,22.85273743
06-04-2016,0,36.52157211,22.4821682
07-04-2016,0,36.6725502,22.31557846
08-04-2016,0,36.48320007,22.89442635
09-04-2016,0,36.33986282,24.1206398
10-04-2016,0,35.32287598,23.84163666
11-04-2016,0,35.8732872,23.0886898
12-04-2016,0,36.83665085,22.91962051
13-04-2016,0,37.68977737,23.57215118
14-04-2016,0,37.995327,24.54384422
15-04-2016,0,38.38862228,25.05395889
16-04-2016,3.512938976,38.04012299,24.82386589
17-04-2016,0,37.43887329,24.7410717
18-04-2016,0,36.67538452,24.19718742
19-04-2016,0,37.59690475,24.34593964
20-04-2016,0,37.54470825,23.37436104
21-04-2016,0,38.00406265,23.71722221
22-04-2016,0,37.89915085,24.12995338
23-04-2016,0,37.64830399,24.02085686
24-04-2016,0,38.38322067,24.36956978
25-04-2016,0,38.92580795,24.3620491
26-04-2016,0,38.46388245,24.38474846
27-04-2016,0,37.49349213,24.35828209
28-04-2016,0,37.80751038,23.9493866
29-04-2016,0,37.86482239,23.57117271
30-04-2016,0,37.77336121,23.71471214
01-05-2016,0,37.93411255,23.72093201
02-05-2016,0,38.29465485,23.75260353
03-05-2016,4.022420406,38.08531952,23.92013359
04-05-2016,0.351855576,37.59098434,23.72940826
05-05-2016,0,36.44675446,23.24445915
06-05-2016,0,36.24720764,23.13436127
07-05-2016,1.277746797,35.61182785,22.78899384
08-05-2016,2.616406918,35.38985825,21.65291023
09-05-2016,2.111487627,35.14938736,22.57150459
10-05-2016,0.140742227,35.41714859,21.93329811
11-05-2016,0,35.35483932,23.27821732
12-05-2016,0.351855576,34.93307495,22.15250015
13-05-2016,0,35.34972382,22.90092659
14-05-2016,0.492597848,35.99245453,22.62937546
15-05-2016,0,35.96321487,23.44992447
16-05-2016,0,35.06187439,23.24298286
17-05-2016,0,31.54419136,23.7313652
18-05-2016,0,29.865942,22.81886673
19-05-2016,0,29.40274048,22.12288475
20-05-2016,53.38770676,29.89974976,21.70545959
21-05-2016,39.68924332,31.51920509,20.71481705
22-05-2016,0,33.74757767,22.34794235
23-05-2016,0,35.06516647,22.42765427
24-05-2016,0,35.3390274,23.03874969
25-05-2016,0,35.68040848,23.1022377
26-05-2016,5.221979141,34.86270142,23.0734024
27-05-2016,0,35.01629257,23.09409332
28-05-2016,0,34.54011536,23.52735138
29-05-2016,0,34.45053864,22.58639717
30-05-2016,44.10888672,31.41175652,20.31469917
31-05-2016,0,33.76753616,21.95862198
01-06-2016,0,33.25499725,22.38017845
02-06-2016,0,33.65529251,22.05361748
03-06-2016,0,29.85382271,21.63030815
04-06-2016,1.334753394,32.9555397,21.76974678
05-06-2016,0.199258879,30.822649,20.95227242
06-06-2016,0,31.61741829,21.9694252
07-06-2016,1.151923299,31.78562927,21.86706924
08-06-2016,1.831257939,31.42804527,21.84066772
09-06-2016,18.28355408,30.01939011,22.10334587
10-06-2016,27.4000473,30.35964775,21.47790527
11-06-2016,21.58821487,29.28104401,21.81324768
12-06-2016,6.487559319,30.54494667,21.6344738
13-06-2016,0.49814719,30.90884399,21.01071358
14-06-2016,1.894048691,29.33368111,21.44512177
15-06-2016,0,30.60455132,20.96267128
16-06-2016,2.761276484,31.40333557,21.29072571
17-06-2016,0,31.22796249,21.12202263
18-06-2016,2.345127106,31.12964249,21.33045769
19-06-2016,0,30.32358932,21.0616703
20-06-2016,2.057146311,28.53096008,20.38816261
21-06-2016,0.957937539,28.74893188,20.21746254
22-06-2016,0.403173149,28.65517998,20.70973015
23-06-2016,13.8048172,29.25718117,20.05830765
24-06-2016,3.202723265,27.48536301,19.7664032
25-06-2016,0,28.18827438,19.7417984
26-06-2016,0,27.16312599,19.82719612
27-06-2016,2.044777155,28.83831215,19.85473442
28-06-2016,4.617165565,27.94142532,20.88783073
29-06-2016,0.115187272,27.51323509,20.76089287
30-06-2016,8.338021278,25.76033974,20.28161621
01-07-2016,2.913644075,27.36955643,20.36571884
02-07-2016,0,29.27444077,21.23778725
03-07-2016,0,30.37380219,21.37897301
04-07-2016,0,29.72027016,21.30311203
05-07-2016,0.165360704,28.95944977,20.99726105
06-07-2016,17.93213463,27.65992165,21.11336708
07-07-2016,2.695652723,28.6670208,21.32491493
08-07-2016,9.463730812,29.19760704,20.96769714
09-07-2016,2.193327904,28.84937477,20.83507729
10-07-2016,0,28.92024422,21.14811897
11-07-2016,0,28.44676208,21.03302002
12-07-2016,0,29.11793327,21.32279205
13-07-2016,0,29.736063,21.17704391
14-07-2016,0,30.2450428,20.8363018
15-07-2016,1.523300529,31.12289429,20.63056374
16-07-2016,3.202108145,31.86146927,21.40345192
17-07-2016,7.707452774,31.16091347,21.31414986
18-07-2016,16.52454948,29.7879982,21.50688934
19-07-2016,16.8278923,29.78752899,20.46719551
20-07-2016,35.3868866,28.58268356,19.47935486
21-07-2016,0,28.69734001,20.48737335
22-07-2016,6.367228508,27.79799652,19.51250267
23-07-2016,6.300159931,27.05440903,19.98402977
24-07-2016,0,27.83853722,19.63328171
25-07-2016,19.64949226,29.01436234,20.22219658
26-07-2016,16.02362823,30.47333336,20.05114555
27-07-2016,31.59676933,29.87993622,20.14433289
28-07-2016,14.43626213,29.1852684,20.29318237
29-07-2016,22.19152641,29.75531769,19.85605049
30-07-2016,34.38935471,26.78675079,19.80384254
31-07-2016,4.344391346,27.24726868,20.12303734
01-08-2016,4.69030571,28.29239082,19.54099274
02-08-2016,0,27.51528931,20.17189407
03-08-2016,6.234194756,28.30943108,19.89614296
04-08-2016,0,28.27695084,20.28598213
05-08-2016,0,27.54375458,19.99027061
06-08-2016,0,28.34909439,20.18821335
07-08-2016,0.380004019,29.14383125,20.87299919
08-08-2016,0,29.5221653,20.61863518
09-08-2016,4.304622173,30.03435707,20.13355446
10-08-2016,0,30.28804207,20.86060333
11-08-2016,0.281484455,30.57172775,20.68818092
12-08-2016,0,31.20083046,20.50270844
13-08-2016,1.931249261,30.498106,20.85338211
14-08-2016,0,30.27562332,20.99093246
15-08-2016,0.182964891,29.38633728,20.69264793
16-08-2016,0,29.60726929,20.51930237
17-08-2016,0,29.76905441,20.57150841
18-08-2016,0,30.23447037,20.59172058
19-08-2016,0,30.53037071,20.93732834
20-08-2016,0,30.84849167,20.92245865
21-08-2016,0,31.44405365,20.58896637
22-08-2016,0,31.66827965,20.6166687
23-08-2016,0,31.08203888,21.83174133
24-08-2016,0.385841638,31.36997604,21.02362251
25-08-2016,0.454823941,30.92050934,21.35900307
26-08-2016,0,29.1652813,21.38129044
27-08-2016,0,30.01933479,21.06304359
28-08-2016,0,29.54308891,21.14934158
29-08-2016,0.270402312,29.27030373,20.89969635
30-08-2016,0,29.08268547,21.01096916
31-08-2016,0,27.90220451,21.04310036
01-09-2016,2.987033844,27.33103371,20.4495182
02-09-2016,19.42035294,28.73700905,20.42515755
03-09-2016,0,28.42311096,20.64388657
04-09-2016,0,28.86590195,20.57194519
05-09-2016,0,28.94690895,20.79597855
06-09-2016,0,29.29175377,20.08540535
07-09-2016,0,29.11639977,20.10016441
08-09-2016,1.466565251,30.21498299,19.60554886
09-09-2016,0,30.25408745,19.44701004
10-09-2016,0,31.01128578,20.77981949
11-09-2016,0,30.40074348,21.04530525
12-09-2016,2.067782164,28.03815079,19.92502022
13-09-2016,0.253169656,28.56895638,20.23196793
14-09-2016,0,28.72980881,20.25097656
15-09-2016,6.672097683,28.03174591,20.54369926
16-09-2016,5.437500477,28.52958298,20.06889725
17-09-2016,0,28.89891434,20.4550457
